BU-NEU-EXP;BU-NEU-DAT;BU-NEU-ZEIT;BU-AEN-EXP;BU-AEN-DAT;BU-AEN-ZEIT;BU-UDB;#DUMMY-01;#DUMMY-01;#DUMMY-02;#DUMMY-03;#DUMMY-04;#DUMMY-05;#DUMMY-06;#DUMMY-07;#DUMMY-08;#DUMMY-09;#DUMMY-10;BU-KDNR;BU-NDL;BU-BUERO;BU-NAME;BU-NAME-2;BU-NAME-VERSAND;BU-ORT;BU-STRASSE;BU-POSTFACH;BU-PLZ;BU-PLZ-POSTF;BU-PLZ-GROSS;BU-NAT-KENNZ;BU-GUELTIG-VON;BU-GUELTIG-BI;BU-KOM-TEL-1;BU-KOM-TEL-2;#Z-TELEX-1;#Z-TELEX-2;#Z-TELEX-3;#Z-TELEX-4;BU-KOM-FAX;BU-KOM-BTX;BU-KASSENKONTO;BU-EMPFAENGER;#DUMMY-01;#DUMMY-01;BU-KONTO;#DUMMY-01;BU-E-MAIL;#DUMMY-01;BU-VERKAUFSEINHEIT;BU-DEBITOREN-ZUORDNUNG;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-MARK-DEF-TYP;BU-MARK-DEF-ZIEL;BU-MARK-DEF-BEFOERDERART;BU-MARK-DEF-REISEART;BU-MARK-DEF-DAUER;BU-TEILNEHMER-ABGRENZBUCHUNG
9056;17.08.2009;11:18:06;9858;01.04.2015;10:36:28;209;6055 1244;;;;;;;;;;;6055;55;1244;TUI Bebra;J101026/110926 / MI 20150331;TUI Leisure Travel GmbH;Bebra;Nuernberger Str. 35;;36179;;;D;20090901;20691231;06622-8011;;;;;;06622-3399;;191244;;;;1244;;bebra1@tui-reisebuero.de;;1244;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;08.10.2009;11:57:11;9858;01.07.2015;10:53:44;209;6055 1245;;;;;;;;;;;6055;55;1245;TRC Laichingen;JoR2 20130702 / MI 20150630;TUI Leisure Travel GmbH;Laichingen;Webergasse 7;;89150;;;D;20091101;20691231;07333/ 96 15 0;;;;;;07333/961520;;191245;;;;1245;;laichingen1@tui-reisecenter.de;;1245;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;08.10.2009;11:59:39;9858;02.07.2015;12:06:00;209;6055 1246;;;;;;;;;;;6055;55;1246;TUI Lueneburg;JoR2 20120508 / MI 20150528;TUI Leisure Travel GmbH;Lueneburg;Rosenstr. 9;;21335;;;D;20091101;20691231;04131/243024;;;;;;04131/34780;;191246;;;;1246;;lueneburg1@tui-reisebuero.de;;1246;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;02.12.2009;11:31:10;9853;21.08.2015;10:14:18;209;6055 1247;;;;;;;;;;;6055;55;1247;FRB Ottobrunn;JoR2 20121213 / MI 20150820;TUI Leisure Travel GmbH;Ottobrunn;Ottostr. 6;;85521;;;D;20100101;20691231;089/600892-15;;;;;;089/600892-41;;191247;;;;1247;;ottobrunn1@first-reisebuero.de;;1247;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;02.12.2009;12:00:49;9858;08.07.2015;10:04:38;209;6055 1248;;;;;;;;;;;6055;55;1248;TRC Ottobrunn;JoR2 20120322 / MI 20150707;TUI Leisure Travel GmbH;Ottobrunn;Unterhachinger Str. 28;;85521;;;D;20100101;20691231;089/62 98 990;;;;;;089/6095994;;191248;;;;1248;;ottobrunn2@tui-reisecenter.de;;1248;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;02.12.2009;12:07:12;9858;13.05.2015;11:58:56;209;6055 1249;;;;;;;;;;;6055;55;1249;TRC Niebuell;J101116/J110926 / MI 20150512;TUI Leisure Travel GmbH;Niebuell;Kirchensteig 15;;25899;;;D;20100101;20691231;04661/20113;;;;;;04661/20114;;191249;;;;1249;;niebuell1@tui-reisecenter.de;;1249;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;02.12.2009;12:17:20;9858;17.06.2015;12:07:49;209;6055 1250;;;;;;;;;;;6055;55;1250;TRC Koeln-Rodenkirchen;JoR2 20121011 / MI 20150616;TUI Leisure Travel GmbH;Koeln-Rodenkirchen;Hauptstr. 81;;50996;;;D;20100201;20691231;0221/935770;;;;;;0221/935777;;191250;;;;1250;;koeln4@tui-reisecenter.de;;1250;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;02.12.2009;12:44:56;9858;25.07.2016;15:50:24;209;6055 1251;;;;;;;;;;;6055;55;1251;TRC Essen;J101014/110926 / MI 20150625;TUI Leisure Travel GmbH;Essen;Girardetstr. 2;;45131;;;D;20100101;20160731;0201/720030;;;;;;0201/7200320;;191251;;;;1251;;essen3@tui-reisecenter.de;;1251;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;02.12.2009;12:47:48;9858;19.06.2015;10:56:41;209;6055 1252;;;;;;;;;;;6055;55;1252;TUI Wetter/Ruhr;J101019/110926 / MI 20150618;TUI Leisure Travel GmbH;Wetter/Ruhr;Bahnhofstr. 7;;58300;;;D;20100101;20691231;02335/3788;;;;;;02335/5437;;191252;;;;1252;;wetter1@tui-reisebuero.de;;1252;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;08.10.2009;12:02:01;9858;09.07.2015;13:03:14;209;6055 1254;;;;;;;;;;;6055;55;1254;TRC Beckum;J100812/110926 / MI 20150709;TUI Leisure Travel GmbH;Beckum;Weststr. 9;;59269;;;D;20091101;20691101;02521/4000;;;;;;02521/4805;;191254;;;;1254;;beckum1@tui-reisecenter.de;;1254;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;30.09.2009;10:05:33;9858;04.05.2015;14:52:35;209;6055 1255;;;;;;;;;;;6055;55;1255;TUI Oberursel;JoR2 20120731 / MI 20150319;Tui Leisure Travel GmbH;Oberursel;Holzweg 2;;61440;;;D;20091001;20691231;06171/584950;;;;;;06171/584957;;191255;;;;1255;;oberursel1@tui-reisebuero.de;;1255;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;23.02.2010;11:58:03;9858;10.06.2015;17:46:55;209;6055 1256;;;;;;;;;;;6055;55;1256;TRC Bochum;JoR2 20120612 / MI 20150609;TUI Leisure Travel Gmbh;Bochum;Castroper Hellweg 20;;44805;;;D;20100401;20691231;0234/595003;;;;;;0234/593785;;191256;;;;1256;;bochum1@tui-reisecenter.de;;1256;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;23.02.2010;12:01:13;9858;08.07.2015;10:04:51;209;6055 1257;;;;;;;;;;;6055;55;1257;TUI Sonthofen;JoR2 20120315 / MI 20150707;TUI Leisure Travel GmbH;Sonthofen;Bahnhofstr. 24a;;87527;;;D;20100401;20691231;08321/2836;;;;;;08321/87368;;191257;;;;1257;;sonthofen1@tui-reisebuero.de;;1257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;25.03.2010;12:46:25;9858;22.10.2015;10:42:51;209;6055 1258;;;;;;;;;;;6055;55;1258;TRC Barsinghausen;JOR2 20111103 / MI 20151022;TUI Leisure Travel GmbH;Barsinghausen;Marktstr. 11;;30890;;;D;20100501;20691231;05105/90 41;;;;;;05105/90 42;;191258;;;;1258;;barsinghausen1@tui-reisecenter.de;;1258;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;25.03.2010;15:06:32;9858;18.09.2015;10:10:12;209;6055 1259;;;;;;;;;;;6055;55;1259;TRC Waldshut;JoR2 20120522 / MI 20150917;TUI Leisure Travel GmbH;Waldshut;Wallstr. 44;;79761;;;D;20100501;20691231;07751/20 32;;;;;;07751/78 67;;191259;;;;1259;;waldshut1@tui-reisecenter.de;;1259;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;25.03.2010;16:02:10;9858;01.07.2015;11:02:06;209;6055 1260;;;;;;;;;;;6055;55;1260;TRC Weil am Rhein;JoR2 20120503 / MI 20150630;TUI Leisure Travel GmbH;Weil am Rhein;Hauptstr. 246-248;;79576;;;D;20100501;20691231;07621/70077;;;;;;07621/70067;;191260;;;;1260;;weilamrhein1@tui-reisecenter.de;;1260;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;25.03.2010;16:05:29;9858;15.07.2015;11:31:48;209;6055 1261;;;;;;;;;;;6055;55;1261;TUI Loerrach;JoR2 20120503 / MI 20150714;TUI Leisure Travel GmbH;Loerrach;Am Alten Markt 4;;79539;;;D;20100501;20691231;07621/9407660;;;;;;07621/9407676;;191261;;;;1261;;loerrach1@tui-reisebuero.de;;1261;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;25.03.2010;16:16:23;9858;18.09.2015;10:10:36;209;6055 1262;;;;;;;;;;;6055;55;1262;TUI Bad Saeckingen;JoR2 20120524 / MI 20150917;TUI Leisure Travel GmbH;Bad Saeckingen;Schuetzenstr. 10;;79713;;;D;20100501;20691231;07761/939740;;;;;;07761/9397474;;191262;;;;1262;;badsaeckingen1@tui-reisebuero.de;;1262;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;25.03.2010;16:44:11;9858;01.10.2014;14:27:46;209;6055 1263;;;;;;;;;;;6055;55;1263;FRB Freiburg;JoR2 20120522;TUI Leisure Travel GmbH;Freiburg;Guenterstalstr. 45;;79102;;;D;20100501;20141001;0761/78811;;;;;;0761/796380;;191263;;;;1263;;freiburg2@first-reisebuero.de;;1263;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;29.06.2010;10:10:09;9858;18.09.2015;10:10:58;209;6055 1265;;;;;;;;;;;6055;55;1265;TRC Neumarkt;JoR2 20120320 / MI 20150917;TUI Leisure Travel GmbH;Neumarkt;Klostergasse 7;;92318;;;D;20100801;20691231;09181/6981111;;;;;;09181/6981122;;191265;;;;1265;;neumarkt2@tui-reisecenter.de;;1265;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;01.09.2010;12:11:18;9858;01.07.2015;11:02:23;209;6055 1267;;;;;;;;;;;6055;55;1267;TRC Weinsberg;JoR2 20120426 / MI 20150630;TUI Leisure Travel GmbH;Weinsberg;Hauptstr. 9;;74189;;;D;20101001;20691231;07134/9 85 00;;;;;;07134/98 50 50;;191267;;;;1267;;weinsberg1@tui-reisecenter.de;;1267;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;17.08.2010;11:52:26;9858;29.05.2015;11:40:11;209;6055 1268;;;;;;;;;;;6055;55;1268;FRB Luebbecke;JoR2 20121025 / MI 20150528;TUI Leisure Travel GmbH;Luebbecke;Lange Str. 53;;32312;;;D;20100901;20691231;05741/3 11 11;;;;;;05741/9 04 45;;191268;;;;1268;;luebbecke1@first-reisebuero.de;;1268;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;01.09.2010;12:23:35;9858;20.03.2015;09:56:38;209;6055 1269;;;;;;;;;;;6055;55;1269;TRC Frankfurt/Main;JoR2 20120614 / MI 20150319;TUI Leisure Travel GmbH;Frankfurt/Main;Limescorso 6;;60439;;;D;20101001;20691231;069/575087;;;;;;069/575089;;191269;;;;1269;;frankfurt2@tui-reisecenter.de;;1269;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;01.09.2010;12:30:32;9858;13.05.2015;11:59:15;209;6055 1270;;;;;;;;;;;6055;55;1270;TRC Buchholz;J101102/J110908 / MI 20150512;TUI Leisure Travel GmbH;Buchholz;Breite Str. 4;;21244;;;D;19981231;20691231;04181/808182;;;;;;04181/98180;;191270;;;;1270;;buchholz1@tui-reisecenter.de;;1270;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;08.09.2010;10:41:01;9858;19.06.2015;11:03:02;209;6055 1271;;;;;;;;;;;6055;55;1271;TRC Bocholt;JoR2 20120612 / MI 20150618;TUI Leisure Travel GmbH;Bocholt;Hochfeldstr. 118;;46397;;;D;20101001;20691231;02871/7065;;;;;;02871/182377;;191271;;;;1271;;bocholt1@tui-reisecenter.de;;1271;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;08.09.2010;10:46:22;9858;03.06.2015;18:12:09;209;6055 1272;;;;;;;;;;;6055;55;1272;TRC Rhede;JoR2 20120605 / MI 20150602;TUI Leisure Travel GmbH;Rhede;Markt 17;;46414;;;D;20101001;20691231;02872/6485;;;;;;02872/4022;;191272;;;;1272;;rhede1@tui-reisecenter.de;;1272;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;07.10.2010;11:55:09;9858;21.04.2015;17:13:48;209;6055 1273;;;;;;;;;;;6055;55;1273;TUI Kaiserslautern;JoR2 20120426 / MI 20150324;TUI Leisure Travel GmbH;Kaiserslautern;Schillerplatz 1;;67655;;;D;20101201;20691231;0631/36 27 50;;;;;;0631/3627518;;191273;;;;1273;;kaiserslautern1@tui-reisebuero.de;;1273;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;07.10.2010;12:04:23;9858;12.05.2016;11:31:56;209;6055 1274;;;;;;;;;;;6055;55;1274;TUI Darmstadt;JoR2 20120712 / MI 20150324;TUI Leisure Travel GmbH;Darmstadt;Adelungstr. 9;;64283;;;D;20101101;20691231;06151/99470;;;;;;06151/994747;;191274;;;;1274;;darmstadt1@tui-reisebuero.de;;1274;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;07.10.2010;12:37:02;9858;17.07.2015;13:14:31;209;6055 1276;;;;;;;;;;;6055;55;1276;TRC Endingen;JoR2 20120524 / MI 20150716;TUI Leisure Travel GmbH;Endingen;Marktplatz 19;;79346;;;D;20101101;20691231;07642/907930;;;;;;07642/907940;;191276;;;;1276;;endingen1@tui-reisecenter.de;;1276;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;07.10.2010;12:51:32;9858;14.10.2014;13:02:03;209;6055 1277;;;;;;;;;;;6055;55;1277;TRC Tuebingen;Josy ab 20110501/JoR2 20110926;TUI Leisure Travel GmbH;Tuebingen;Friedrichstr. 11;;72072;;;D;20101101;20141001;07071/13350;;;;;;07071/133555;;191277;;;;1277;;tuebingen1@tui-reisecenter.de;;1277;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;11.10.2010;14:31:38;9858;24.04.2015;12:50:53;209;6055 1279;;;;;;;;;;;6055;55;1279;TRC Berlin;J101102/J110926  / MI 20150423;TUI Leisure Travel GmbH;Berlin;Kantstr. 16;;10623;;;D;20101101;20691231;030/3110940;;;;;;030/3125597;;191279;;;;1279;;berlin11@tui-reisecenter.de;;1279;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;11.10.2010;14:41:30;9858;07.08.2015;10:08:18;209;6055 1280;;;;;;;;;;;6055;55;1280;TRC Oberhaching;JoR2 20120327 / MI 20150806;TUI Leisure Travel GmbH;Oberhaching;Kirchplatz 8;;82041;;;D;20101101;20691231;089/6132048;;;;;;089/6252888;;191280;;;;1280;;oberhaching1@tui-reisecenter.de;;1280;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;17.11.2010;12:28:53;9858;02.10.2015;11:36:43;209;6055 1282;;;;;;;;;;;6055;55;1282;TRC Bopfingen;JoR2 20120524 / MI 20151001;TUI Leisure Travel GmbH;Bopfingen;Im Ipf-Treff;;73441;;;D;20101201;20691231;07362/96690;;;;;;07362/966920;;191282;;;;1282;;bopfingen1@tui-reisecenter.de;;1282;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;07.12.2010;11:10:57;9858;30.09.2015;11:34:14;209;6055 1283;;;;;;;;;;;6055;55;1283;TRC Rottach-Egern;JoR2 20120322 / MI 20150929;TUI Leisure Travel GmbH;Rottach-Egern;Ludwig-Thoma-Str. 9;;83700;;;D;20110101;20691231;08022/187400;;;;;;08022/65622;;191283;;;;1283;;rottach-egern1@tui-reisecenter.de;;1283;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;17.11.2010;12:52:11;9858;21.04.2015;17:14:05;209;6055 1284;;;;;;;;;;;6055;55;1284;TUI Schweinfurt;JoR2 20120703 / MI 20150324;TUI Leisure Travel GmbH;Schweinfurt;Rueckertstr. 24-26;;97421;;;D;20101201;20691231;09721/186300;;;;;;09721/25512;;191284;;;;1284;;schweinfurt1@tui-reisebuero.de;;1284;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;07.12.2010;11:16:03;9858;20.03.2015;10:01:44;209;6055 1285;;;;;;;;;;;6055;55;1285;TRC Kitzingen Marktbreiter Str;JoR2 20120614 / MI 20150319;TUI Leisure Travel GmbH;Kitzingen;Marktbreiter Str. 1;;97318;;;D;20111101;20691231;09321/36233;;;;;;09321/36111;;191285;;;;1285;;kitzingen1@tui-reisecenter.de;;1285;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;09.12.2010;11:45:23;9858;09.07.2015;13:03:27;209;6055 1288;;;;;;;;;;;6055;55;1288;TRC Remchingen-Singen;JoR2 20120515 / MI 20150709;TUI Leisure Travel GmbH;Remchingen-Singen;Marktstr. 63;;75196;;;D;20110101;20691231;07232/79301;;;;;;07232/70804;;191288;;;;1288;;remchingen-singen1@tui-reisecenter.de;;1288;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;09.12.2010;11:50:55;9858;06.11.2015;10:03:12;209;6055 1289;;;;;;;;;;;6055;55;1289;HLR Langenhagen;JoR2 20111115 / MI 20151105;TUI Leisure Travel GmbH;Langenhagen;Walsroder Str. 77;;30851;;;D;20110101;20691231;0511/97339851;;;;;;0511/97339844;;191289;;;;1289;;langenhagen1@hapag-lloyd-reisebuero.de;;1289;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;09.12.2010;11:57:05;9858;27.03.2015;10:33:22;209;6055 1290;;;;;;;;;;;6055;55;1290;TUI Griesheim;JoR2 20120628 / MI 20150316;TUI Leisure Travel GmbH;Griesheim;Wilhelm-Leuschner-Str. 23;;64347;;;D;20110101;20691231;06155/70080;;;;;;06155/700833;;191290;;;;1290;;griesheim1@tui-reisebuero.de;;1290;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;11.01.2011;13:08:46;9858;18.03.2015;12:11:35;209;6055 1291;;;;;;;;;;;6055;55;1291;TRC Emmelshausen;J110201/110926 / MI 20150317;TUI Leisure Travel GmbH;Emmelshausen;Rhein-Mosel-Str. 44;;56281;;;D;20110201;20691231;06747/216;;;;;;06747/1049;;191291;;;;1291;;emmelshausen1@tui-reisecenter.de;;1291;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;08.03.2011;12:08:16;9858;10.06.2015;17:46:27;209;6055 1292;;;;;;;;;;;6055;55;1292;FRB Euskirchen;J110401/J110926 / MI 20150602;TUI Leisure Travel GmbH;Euskirchen;Wilhelmstr. 5;;53879;;;D;20110501;20691231;02251/54000;;;;;;02251/55638;;191292;;;;1292;;euskirchen2@first-reisebuero.de;;1292;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;12.04.2011;12:47:40;9858;23.09.2015;11:17:40;209;6055 1293;;;;;;;;;;;6055;55;1293;TRC Bad Woerishofen;J110501/110926 / MI 20150922;TUI Leisure Travel GmbH;Bad Woerishofen;Kaufbeurer Str. 8 B;;86825;;;D;20110501;20691231;08247/334940;;;;;;08247/959710;;191293;;;;1293;;badwoerishofen1@tui-reisecenter.de;;1293;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9056;12.05.2011;11:37:14;9858;22.07.2015;13:52:48;209;6055 1294;;;;;;;;;;;6055;55;1294;FBT Oelde;MI 20150721;TUI Leisure Travel GmbH;Oelde;Werner-Habig-Str. 1;;59302;;;D;20110701;20691231;02522/77 56 05;;;;;;02522/77 28 46;;191294;;;;1294;;oelde1@first-bt.de;;1294;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
